title,make,model,year,condition,transmission,price
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry SE,2018,foreign used,automatic,"₦ 30,000,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,foreign used,automatic,"₦ 10,500,000"
Toyota Camry 2009 Black,Toyota,Camry,2009,foreign used,automatic,"₦ 12,000,000"
Toyota Camry 2010 Black,Toyota,Camry,2010,foreign used,automatic,"₦ 10,000,000"
Lexus RX 350 4x4 2009 Gold,Lexus,RX 350,2009,foreign used,automatic,"₦ 13,500,000"
Toyota RAV4 Limited V6 2008 Red,Toyota,RAV4 Limited,2008,foreign used,automatic,"₦ 11,500,000"
Mercedes-Benz GL-Class GL450 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo 7A),,,,foreign used,automatic,"₦ 35,000,000"
Toyota Sienna XLE AWD 7-Passenger 2013 Silver,Toyota,Sienna XLE,2013,foreign used,automatic,"₦ 16,500,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2013 Silver,Acura,MDX SUV,2013,foreign used,automatic,"₦ 12,000,000"
Toyota Corolla 2019 Silver,Toyota,Corolla,2019,foreign used,automatic,"₦ 19,500,000"
Toyota RAV4 Limited 2008 Black,Toyota,RAV4 Limited,2008,foreign used,automatic,"₦ 11,000,000"
Mercedes-Benz GLK-Class 2011 Blue,Mercedes-Benz,GLK-Class,2011,foreign used,automatic,"₦ 12,500,000"
Toyota Camry 2013 Black,Toyota,Camry,2013,foreign used,automatic,"₦ 12,800,000"
Mercedes-Benz E350 2014 Silver,Mercedes-Benz,E350,2014,foreign used,automatic,"₦ 22,500,000"
Hyundai Tucson 2011 Black,Hyundai,Tucson,2011,local used,automatic,"₦ 10,500,000"
Toyota Camry 2014 Gray,Toyota,Camry,2014,local used,automatic,"₦ 9,500,000"
Toyota Camry 2020 Gold,Toyota,Camry,2020,foreign used,automatic,"₦ 39,000,000"
Mercedes-Benz E350 2010 Gray,Mercedes-Benz,E350,2010,foreign used,automatic,"₦ 12,500,000"
Changan UNI-T 2021 Gray,Changan,UNI-T,2021,foreign used,automatic,"₦ 38,000,000"
Toyota C-HR Limited 2022 Blue,Toyota,C-HR Limited,2022,foreign used,automatic,"₦ 33,000,000"
Hyundai Tucson 2016 Black,Hyundai,Tucson,2016,foreign used,automatic,"₦ 22,000,000"
Mercedes-Benz GLA 250 2016 White,Mercedes-Benz,GLA 250,2016,foreign used,automatic,"₦ 26,500,000"
Honda Odyssey 2008 Green,Honda,Odyssey,2008,foreign used,automatic,"₦ 9,000,000"
Mercedes-Benz GLE-Class AMG GLE 53 4MATIC 2020 Black,Mercedes-Benz,GLE-Class AMG,2020,foreign used,automatic,"₦ 165,000,000"
Toyota Camry XLE 4dr Sedan w/Prod. End 11/13 (3.5L 6cyl 6A) 2014 Gold,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 15,000,000"
Toyota Sequoia Limited 4dr SUV (4.7L 8cyl 5A) 2005 Blue,Toyota,Sequoia Limited,2005,foreign used,automatic,"₦ 7,800,000"
Citroen DS 3 2022 White,Citroen,DS 3,2022,foreign used,manual,"₦ 37,000,000"
Lexus GX 460 Luxury 2015 Matt Black,Lexus,GX 460,2015,foreign used,automatic,"₦ 45,000,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2016 Gray,Toyota,Camry XLE,2016,foreign used,automatic,"₦ 21,000,000"
Lexus GX 460 Base 2015 Black,Lexus,GX 460,2015,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Gray,Mercedes-Benz,GLE-Class GLE,2017,foreign used,automatic,"₦ 44,000,000"
Hyundai Tucson 2013 Brown,Hyundai,Tucson,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Avensis 1.8 VVT-i 2006 Silver,Toyota,Avensis 1,2006,foreign used,automatic,"₦ 8,800,000"
Toyota Sienna LE 8 Passenger 2012 Gray,Toyota,Sienna LE,2012,foreign used,automatic,"₦ 16,500,000"
Lexus RX 330 2006 Silver,Lexus,RX 330,2006,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz GLK-Class 2015 Blue,Mercedes-Benz,GLK-Class,2015,foreign used,automatic,"₦ 26,500,000"
Hyundai Grandeur 2.2 CRDi 2010 Matt Black,Hyundai,Grandeur 2,2010,foreign used,automatic,"₦ 14,500,000"
Toyota Corolla SE (1.8L 4cyl 6M) 2019 Brown,Toyota,Corolla SE,2019,foreign used,automatic,"₦ 23,000,000"
Lexus ES 350 2011 Black,Lexus,ES 350,2011,foreign used,automatic,"₦ 15,500,000"
Mercedes-Benz C300 Luxury 4dr AWD 4Matic Sedan (2.0L 4cyl 7A) 2015 Blue,Mercedes-Benz,C300 Luxury,2015,foreign used,automatic,"₦ 24,800,000"
Peugeot 206 CC Automatic 2005 Silver,Peugeot,206 CC,2005,local used,automatic,"₦ 4,150,000"
Honda Accord LX 4dr Sedan (2.4L 4cyl 6M) 2014 White,Honda,Accord LX,2014,foreign used,automatic,"₦ 14,700,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2013 Silver,Toyota,Corolla LE,2013,foreign used,automatic,"₦ 12,500,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2012 White,Toyota,Camry XLE,2012,foreign used,automatic,"₦ 16,200,000"
Honda Accord EX-L V-6 4dr Sedan (3.5L 6cyl 6A) 2015 Black,Honda,Accord EX-L,2015,foreign used,automatic,"₦ 15,300,000"
Toyota Camry 2008 Blue,Toyota,Camry,2008,local used,automatic,"₦ 6,200,000"
Toyota Camry 2008 Red,Toyota,Camry,2008,local used,automatic,"₦ 6,500,000"
Lexus RX 350 AWD 2008 Gray,Lexus,RX 350,2008,foreign used,automatic,"₦ 13,500,000"
Lexus RX 350 AWD 2013 Gold,Lexus,RX 350,2013,foreign used,automatic,"₦ 24,000,000"
Mazda CX-9 Sport 2013 Gray,Mazda,CX-9 Sport,2013,foreign used,automatic,"₦ 13,000,000"
Toyota Camry SE V6 4dr Sedan (3.3L 6cyl 5A) 2005 Black,Toyota,Camry SE,2005,foreign used,automatic,"₦ 7,500,000"
Lexus RX 350 AWD 2013 White,Lexus,RX 350,2013,foreign used,automatic,"₦ 26,500,000"
Toyota Corolla S 2006 Black,Toyota,Corolla S,2006,foreign used,automatic,"₦ 8,500,000"
Acura MDX SUV 4dr AWD (3.7 6cyl 5A) 2009 Silver,Acura,MDX SUV,2009,foreign used,automatic,"₦ 10,500,000"
Acura MDX 2012 White,Acura,MDX,2012,foreign used,automatic,"₦ 12,000,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Black,Toyota,Camry LE,2010,foreign used,automatic,"₦ 10,500,000"
Toyota Corolla LE 4dr Sedan (1.8L 4cyl 4A) 2010 Black,Toyota,Corolla LE,2010,foreign used,automatic,"₦ 10,000,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2011 Silver,Toyota,Camry LE,2011,foreign used,automatic,"₦ 10,500,000"
Toyota Highlander 2006 Silver,Toyota,Highlander,2006,local used,automatic,"₦ 6,500,000"
New Toyota Hilux 2025 White,New,Toyota Hilux,2025,brand new,automatic,"₦ 65,000,000"
Honda Accord 2008 Blue,Honda,Accord,2008,local used,automatic,"₦ 4,800,000"
Mercedes-Benz E43 AMG 3.0 AWD 2017 Black,Mercedes-Benz,E43 AMG,2017,foreign used,automatic,"₦ 74,000,000"
Lexus RX 350 2007 Gray,Lexus,RX 350,2007,foreign used,automatic,"₦ 13,500,000"
Mercedes-Benz C300 2013 Black,Mercedes-Benz,C300,2013,local used,automatic,"₦ 13,000,000"
Toyota Camry 2018 Black,Toyota,Camry,2018,foreign used,automatic,"₦ 28,000,000"
Mercedes-Benz GLE-Class 2017 Silver,Mercedes-Benz,GLE-Class,2017,foreign used,automatic,"₦ 37,000,000"
Toyota Corolla 2020 Black,Toyota,Corolla,2020,foreign used,automatic,"₦ 25,000,000"
Hyundai Ix35 2013 Gold,Hyundai,Ix35,2013,local used,automatic,"₦ 8,000,000"
Mercedes-Benz C400 4Matic AWD Sedan (3.0L V6 7A) 2015 White,Mercedes-Benz,C400 4Matic,2015,foreign used,automatic,"₦ 31,000,000"
Hyundai Sonata 2021 Blue,Hyundai,Sonata,2021,foreign used,automatic,"₦ 27,500,000"
Kia Optima 2015 Silver,Kia,Optima,2015,foreign used,automatic,"₦ 12,500,000"
Hyundai Sonata 2016 Blue,Hyundai,Sonata,2016,foreign used,automatic,"₦ 12,000,000"
Lexus RX 2011 Black,Lexus,RX,2011,foreign used,automatic,"₦ 18,500,000"
Toyota Highlander 2021 Black,Toyota,Highlander,2021,foreign used,automatic,"₦ 70,000,000"
Mercedes-Benz GLE-Class GLE 320 4MATIC 2018 Silver,Mercedes-Benz,GLE-Class GLE,2018,foreign used,automatic,"₦ 45,000,000"
Lexus LX 2018 White,Lexus,LX,2018,foreign used,automatic,"₦ 128,000,000"
Toyota Verso 1.8 2012 Gray,Toyota,Verso 1,2012,foreign used,automatic,"₦ 16,000,000"
New Toyota Hilux 2024 Black,New,Toyota Hilux,2024,brand new,automatic,"₦ 135,000,000"
Acura ZDX Base AWD 2010 White,Acura,ZDX Base,2010,foreign used,automatic,"₦ 24,000,000"
Honda CR-V Special Edition 2022 Silver,Honda,CR-V Special,2022,foreign used,automatic,"₦ 49,000,000"
New Hyundai Tucson Limited 2023 Black,New,Hyundai Tucson,2023,brand new,automatic,"₦ 75,000,000"
Toyota Sienna XLE Limited FWD 2009 Beige,Toyota,Sienna XLE,2009,foreign used,automatic,"₦ 11,800,000"
Toyota Land Cruiser Prado SV Premium 2015 Blue,Toyota,Land Cruiser,2015,foreign used,automatic,"₦ 56,000,000"
Toyota Hilux SR5 4x4 2019 Black,Toyota,Hilux SR5,2019,foreign used,automatic,"₦ 59,000,000"
Kia Sorento EX 2012 Green,Kia,Sorento EX,2012,foreign used,automatic,"₦ 14,500,000"
Honda Pilot 2012 Blue,Honda,Pilot,2012,foreign used,automatic,"₦ 16,500,000"
Lexus LX 570 AWD 2015 Gray,Lexus,LX 570,2015,foreign used,automatic,"₦ 58,000,000"
Toyota Corolla XSE (1.8L 4cyl 2A) 2018 White,Toyota,Corolla XSE,2018,foreign used,automatic,"₦ 23,500,000"
Toyota Corolla 2012 Blue,Toyota,Corolla,2012,foreign used,automatic,"₦ 13,800,000"
Infiniti JX 35 2013 Burgundy,Infiniti,JX 35,2013,foreign used,automatic,"₦ 17,000,000"
Acura MDX Advance & Ent. Pkgs SH-AWD 2019 Brown,Acura,MDX Advance,2019,foreign used,automatic,"₦ 28,000,000"
Mercedes-Benz M Class ML 350 4Matic 2012 Black,Mercedes-Benz,M Class,2012,foreign used,automatic,"₦ 28,000,000"
Lexus IS 2008 Black,Lexus,IS,2008,foreign used,automatic,"₦ 12,800,000"
Toyota Tacoma Limited 2019 Silver,Toyota,Tacoma Limited,2019,foreign used,automatic,"₦ 42,000,000"
Toyota Tacoma 2012 White,Toyota,Tacoma,2012,foreign used,automatic,"₦ 26,500,000"
Lexus LX 2019 Silver,Lexus,LX,2019,foreign used,automatic,"₦ 138,000,000"
Toyota Matrix 2004 Gray,Toyota,Matrix,2004,foreign used,automatic,"₦ 8,500,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (2.0L 4cyl 7A) 2016 Burgundy,Mercedes-Benz,C300 Luxury,2016,foreign used,automatic,"₦ 29,000,000"
Honda Accord EX-L 1.5T 2020 Gray,Honda,Accord EX-L,2020,foreign used,automatic,"₦ 28,000,000"
Toyota Corolla S 4dr Sedan (1.8L 4cyl 4A) 2013 Silver,Toyota,Corolla S,2013,foreign used,automatic,"₦ 13,900,000"
Land Rover Range Rover Sport 2014 Black,Land,Rover Range,2014,foreign used,automatic,"₦ 37,000,000"
Honda Accord Touring V-6 4dr Sedan (3.5L 6cyl 6A) 2014 Black,Honda,Accord Touring,2014,foreign used,automatic,"₦ 16,700,000"
Hyundai Accent SE 4dr Hatchback (1.6L 4cyl 6M) 2014 Maroon,Hyundai,Accent SE,2014,local used,automatic,"₦ 8,500,000"
Honda Civic LX Sedan 2019 Blue,Honda,Civic LX,2019,foreign used,automatic,"₦ 22,000,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2016 Gold,Toyota,Camry SE,2016,foreign used,automatic,"₦ 16,900,000"
Toyota Land Cruiser 2011 Black,Toyota,Land Cruiser,2011,local used,automatic,"₦ 37,000,000"
Toyota Sienna 2006 Gold,Toyota,Sienna,2006,foreign used,automatic,"₦ 11,500,000"
Acura MDX SH 4dr SUV AWD (3.5L 6cyl 9A) 2016 Gray,Acura,MDX SH,2016,foreign used,automatic,"₦ 19,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Red,Toyota,Camry LE,2013,foreign used,automatic,"₦ 12,500,000"
Toyota Sienna XLE Limited 2005 Gold,Toyota,Sienna XLE,2005,foreign used,automatic,"₦ 10,500,000"
Toyota Camry 2014 Red,Toyota,Camry,2014,foreign used,automatic,"₦ 13,500,000"
Lexus RX 350 AWD 2008 Gold,Lexus,RX 350,2008,foreign used,automatic,"₦ 13,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Gray,Toyota,Camry LE,2013,foreign used,automatic,"₦ 12,000,000"
Toyota RAV4 2011 Red,Toyota,RAV4,2011,local used,automatic,"₦ 8,450,000"
Mercedes-Benz M Class ML350 AWD 4MATIC 2009 Black,Mercedes-Benz,M Class,2009,local used,automatic,"₦ 8,000,000"
BYD Seal 06 DM-i Luxury 2026 Blue,BYD,Seal 06,2026,foreign used,automatic,"₦ 68,000,000"
Mercedes-Benz GLK-Class 2014 Black,Mercedes-Benz,GLK-Class,2014,foreign used,automatic,"₦ 22,000,000"
Hyundai Santa Fe 2014 Black,Hyundai,Santa Fe,2014,foreign used,automatic,"₦ 15,500,000"
Peugeot 206 2005 Gray,Peugeot,206,2005,foreign used,automatic,"₦ 4,000,000"
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 White,Mercedes-Benz,GLE-Class GLE,2016,foreign used,automatic,"₦ 35,500,000"
Lexus IS 350 F SPORT 2023 Black,Lexus,IS 350,2023,foreign used,automatic,"₦ 70,000,000"
Toyota Avalon 2016 Silver,Toyota,Avalon,2016,foreign used,automatic,"₦ 22,000,000"
Hyundai Sonata 2015 Black,Hyundai,Sonata,2015,local used,automatic,"₦ 12,500,000"
Toyota Corolla 2020 Blue,Toyota,Corolla,2020,foreign used,automatic,"₦ 28,500,000"
Toyota Venza 2022 White,Toyota,Venza,2022,foreign used,automatic,"₦ 75,000,000"
Mercedes-Benz CLS 2011 Black,Mercedes-Benz,CLS,2011,local used,automatic,"₦ 21,500,000"
Mercedes-Benz CLA-Class 2015 White,Mercedes-Benz,CLA-Class,2015,foreign used,automatic,"₦ 19,000,000"
Mercedes-Benz CLA-Class AMG CLA 45 4MATIC Sedan 2014 Purple,Mercedes-Benz,CLA-Class AMG,2014,foreign used,automatic,"₦ 39,500,000"
Mercedes-Benz GLK-Class 350 2010 Black,Mercedes-Benz,GLK-Class 350,2010,foreign used,automatic,"₦ 14,500,000"
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2014 Blue,Mercedes-Benz,CLA-Class CLA,2014,foreign used,automatic,"₦ 17,000,000"
Mercedes-Benz E400 2016 Gray,Mercedes-Benz,E400,2016,foreign used,automatic,"₦ 31,500,000"
Toyota Tundra 2015 White,Toyota,Tundra,2015,foreign used,automatic,"₦ 43,500,000"
Toyota Tacoma Limited 2018 Gray,Toyota,Tacoma Limited,2018,foreign used,automatic,"₦ 47,000,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,Mercedes-Benz,GLK-Class Base,2015,foreign used,automatic,"₦ 21,500,000"
Lexus RX 330 2006 Silver,Lexus,RX 330,2006,foreign used,automatic,"₦ 14,500,000"
Toyota Hilux SR5 4x4 2017 Silver,Toyota,Hilux SR5,2017,foreign used,automatic,"₦ 54,000,000"
Mercedes-Benz G-Class G 63 AMG 4MATIC 2018 Gray,Mercedes-Benz,G-Class G,2018,foreign used,automatic,"₦ 135,000,000"
Acura RDX w/A-Spec Advance Package 2023 White,Acura,RDX w,2023,foreign used,automatic,"₦ 58,000,000"
Lexus GX 460 Premium 2011 White,Lexus,GX 460,2011,foreign used,automatic,"₦ 37,000,000"
Toyota 4-Runner TRD Off Road 2020 Gray,Toyota,4-Runner TRD,2020,foreign used,automatic,"₦ 48,000,000"
Toyota Tundra 2016 Red,Toyota,Tundra,2016,foreign used,automatic,"₦ 45,000,000"
Toyota RAV4 Limited AWD 2020 Gray,Toyota,RAV4 Limited,2020,foreign used,automatic,"₦ 45,000,000"
Mercedes-Benz E350 Base 4Matic Sedan AWD (3.5L 6cyl 7A) 2014 Red,Mercedes-Benz,E350 Base,2014,foreign used,automatic,"₦ 20,000,000"
Ford Focus 2012 Red,Ford,Focus,2012,foreign used,automatic,"₦ 12,000,000"
Lexus IS 300 AWD 2024 Gray,Lexus,IS 300,2024,foreign used,automatic,"₦ 78,000,000"
Toyota Hilux 2018 Teal,Toyota,Hilux,2018,foreign used,automatic,"₦ 52,000,000"
Ford Edge SEL 4dr FWD (2.0L 4cyl 6A) 2016 Brown,Ford,Edge SEL,2016,foreign used,automatic,"₦ 19,800,000"
New Toyota Hilux 2023 Black,New,Toyota Hilux,2023,brand new,automatic,"₦ 98,000,000"
Lexus RX 350 AWD 2013 White,Lexus,RX 350,2013,foreign used,automatic,"₦ 25,000,000"
Mercedes-Benz GLK-Class Base GLK 350 4dr AWD 4MATIC (3.5L 6cyl 7A) 2015,Mercedes-Benz,GLK-Class Base,2015,foreign used,automatic,"₦ 22,800,000"
Toyota RAV4 2017 Silver,Toyota,RAV4,2017,foreign used,automatic,"₦ 31,000,000"
Acura MDX SH-AWD w/Technology Package 4dr SUV AWD (3.5L 6cyl 6A) 2015,Acura,MDX SH-AWD,2015,foreign used,automatic,"₦ 16,400,000"
Toyota Sienna XLE 2007 Blue,Toyota,Sienna XLE,2007,foreign used,automatic,"₦ 12,500,000"
Lexus LX 570 (5 seats) AWD 2018 Gold,Lexus,LX 570,2018,foreign used,automatic,"₦ 120,000,000"
Hyundai Accent GLS 4dr Sedan (1.6L 4cyl 6M) 2014 Gray,Hyundai,Accent GLS,2014,local used,automatic,"₦ 8,000,000"
Toyota Highlander Limited 2009 Red,Toyota,Highlander Limited,2009,foreign used,automatic,"₦ 15,700,000"
Toyota RAV4 2.5 Sport 4x4 2011 Red,Toyota,RAV4 2,2011,foreign used,automatic,"₦ 14,500,000"
Lexus ES 350 FWD 2015 Gold,Lexus,ES 350,2015,foreign used,automatic,"₦ 18,000,000"
Toyota Matrix 2010 Black,Toyota,Matrix,2010,foreign used,automatic,"₦ 11,500,000"
Toyota RAV4 2012 Gray,Toyota,RAV4,2012,foreign used,automatic,"₦ 16,000,000"
Lexus RX 2010 Black,Lexus,RX,2010,foreign used,automatic,"₦ 20,500,000"
Lexus ES 2014 Red,Lexus,ES,2014,foreign used,automatic,"₦ 19,500,000"
Mercedes-Benz C300 2016 Red,Mercedes-Benz,C300,2016,foreign used,automatic,"₦ 22,000,000"
Lexus IS 2015 Black,Lexus,IS,2015,foreign used,automatic,"₦ 22,000,000"
Honda Accord 2013 White,Honda,Accord,2013,local used,automatic,"₦ 12,200,000"
Mercedes-Benz CLA-Class CLA 250 Sedan 2015 Red,Mercedes-Benz,CLA-Class CLA,2015,foreign used,automatic,"₦ 18,500,000"
Infiniti QX60 2018 Black,Infiniti,QX60,2018,foreign used,automatic,"₦ 46,000,000"
Honda Pilot Black Edition 2022 Black,Honda,Pilot Black,2022,foreign used,automatic,"₦ 65,000,000"
Mercedes-Benz GLS-Class GLS450 4MATIC 2020 Gold,Mercedes-Benz,GLS-Class GLS450,2020,foreign used,automatic,"₦ 128,000,000"
Toyota Hilux SR5+ 4x4 2018 Red,Toyota,Hilux SR5,2018,foreign used,automatic,"₦ 65,000,000"
Toyota Tacoma 2015 Matt Black,Toyota,Tacoma,2015,foreign used,automatic,"₦ 27,000,000"
Toyota Highlander Limited 2021 Matt Black,Toyota,Highlander Limited,2021,foreign used,automatic,"₦ 65,000,000"
Toyota Tacoma V6 4dr Double Cab 4WD 6.1 ft. SB (4.0L 6cyl 5A) 2015,Toyota,Tacoma V6,2015,foreign used,automatic,"₦ 26,500,000"
Hyundai Santa Fe Limited 2023 Black,Hyundai,Santa Fe,2023,foreign used,automatic,"₦ 75,000,000"
Toyota Avensis Verso 2.0 Petrol 2008 Gold,Toyota,Avensis Verso,2008,foreign used,automatic,"₦ 13,800,000"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6AM) 2010 Gray,Toyota,Camry XLE,2010,foreign used,automatic,"₦ 10,800,000"
Toyota Highlander XLE 4x4 V6 (3.5L 6cyl 8A) 2018 Silver,Toyota,Highlander XLE,2018,foreign used,automatic,"₦ 33,000,000"
Hyundai Elantra Limited 2011 Black,Hyundai,Elantra Limited,2011,foreign used,automatic,"₦ 10,500,000"
Nissan Juke 2015 Red,Nissan,Juke,2015,foreign used,automatic,"₦ 15,000,000"
Toyota Corolla LE 2021 Red,Toyota,Corolla LE,2021,foreign used,automatic,"₦ 28,000,000"
Rolls-Royce Cullinan 2021 White,Rolls-Royce,Cullinan,2021,foreign used,automatic,"₦ 950,000,000"
Hyundai Elantra 2014,Hyundai,Elantra,2014,foreign used,automatic,"₦ 11,500,000"
New Toyota Hilux 2023 White,New,Toyota Hilux,2023,brand new,automatic,"₦ 92,000,000"
Mini Countryman 2012 Brown,Mini,Countryman,2012,foreign used,automatic,"₦ 23,000,000"
Lexus RX 350 2023 Gray,Lexus,RX 350,2023,foreign used,automatic,"₦ 150,000,000"
Land Rover Range Rover Evoque Pure Plus AWD 2013 Black,Land,Rover Range,2013,foreign used,automatic,"₦ 27,000,000"
Toyota Hilux SR5 4x4 2019 Black,Toyota,Hilux SR5,2019,foreign used,manual,"₦ 53,000,000"
Toyota Verso 1.6 2010 Silver,Toyota,Verso 1,2010,foreign used,automatic,"₦ 15,000,000"
Acura MDX SH-AWD 4dr SUV AWD w/Technology Package (3.5L 6cyl 6A) 2014,Acura,MDX SH-AWD,2014,foreign used,automatic,"₦ 17,000,000"
Mercedes-Benz GLS-Class AMG GLS 63 AWD 2025 Black,Mercedes-Benz,GLS-Class AMG,2025,foreign used,automatic,"₦ 280,000,000"
Lexus RX 330 2006 Gold,Lexus,RX 330,2006,foreign used,automatic,"₦ 13,800,000"
Mercedes-Benz M Class ML 350 BlueTEC 4Matic 2013 White,Mercedes-Benz,M Class,2013,foreign used,automatic,"₦ 50,000,000"
Lexus RX 350 FWD 2016 Gray,Lexus,RX 350,2016,foreign used,automatic,"₦ 48,500,000"
Lexus RX 350 FWD 2016 Silver,Lexus,RX 350,2016,foreign used,automatic,"₦ 49,500,000"
Toyota Tundra 2017 Gray,Toyota,Tundra,2017,foreign used,automatic,"₦ 48,000,000"
Toyota Corolla 2017 Blue,Toyota,Corolla,2017,foreign used,automatic,"₦ 21,500,000"
Mercedes-Benz M Class 2015 Silver,Mercedes-Benz,M Class,2015,foreign used,automatic,"₦ 28,500,000"
Mercedes-Benz C300 Luxury 4Matic Sedan AWD (3.0L 6cyl 7A) 2010 White,Mercedes-Benz,C300 Luxury,2010,foreign used,automatic,"₦ 12,800,000"
Toyota Sequoia 2015 Gray,Toyota,Sequoia,2015,foreign used,automatic,"₦ 35,000,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Black,Toyota,Camry SE,2018,foreign used,automatic,"₦ 32,000,000"
BMW 325i 2006 Black,BMW,325i,2006,local used,automatic,"₦ 6,300,000"
Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2012 Gray,Toyota,Camry SE,2012,foreign used,automatic,"₦ 15,700,000"
Hyundai Veloster Automatic 2012 Black,Hyundai,Veloster Automatic,2012,foreign used,automatic,"₦ 12,900,000"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Silver,Toyota,Camry LE,2008,local used,automatic,"₦ 7,700,000"
Toyota Camry SE FWD (2.5L 4cyl 8AM) 2018 Blue,Toyota,Camry SE,2018,foreign used,automatic,"₦ 29,000,000"
Toyota Camry TRD V6 FWD 2020 Black,Toyota,Camry TRD,2020,foreign used,automatic,"₦ 45,000,000"
Toyota Camry SE (2.5L 4cyl 8A) 2019 Black,Toyota,Camry SE,2019,foreign used,automatic,"₦ 22,000,000"
Honda Accord LX 2018 White,Honda,Accord LX,2018,foreign used,automatic,"₦ 19,000,000"
Volkswagen Passat S 4dr Sedan w/Navigation (2.5L 5cyl 6A) 2014 Beige,Volkswagen,Passat S,2014,foreign used,automatic,"₦ 11,900,000"
Toyota Camry 2009 Gold,Toyota,Camry,2009,local used,automatic,"₦ 5,800,000"
Toyota Sienna 2005 Gray,Toyota,Sienna,2005,foreign used,automatic,"₦ 11,500,000"
Toyota Camry LE 4dr Sedan (2.5L 4cyl 6A) 2013 Red,Toyota,Camry LE,2013,foreign used,automatic,"₦ 12,500,000"
Toyota Corolla 2010 Black,Toyota,Corolla,2010,foreign used,automatic,"₦ 11,000,000"
Toyota Camry LE V6 4dr Sedan (3.5L 6cyl 6AM) 2010 Gray,Toyota,Camry LE,2010,foreign used,automatic,"₦ 9,500,000"
Kia Sportage SX Turbo AWD 2018 Brown,Kia,Sportage SX,2018,foreign used,automatic,"₦ 26,000,000"
Toyota Venza AWD 2011 Gray,Toyota,Venza AWD,2011,foreign used,automatic,"₦ 18,000,000"
Acura MDX SUV 4dr AWD (3.7L 6cyl 6A) 2012 Burgundy,Acura,MDX SUV,2012,foreign used,automatic,"₦ 12,000,000"
Toyota 4-Runner Limited V8 2008 Gray,Toyota,4-Runner Limited,2008,local used,automatic,"₦ 6,500,000"
Nissan Micra 2002 Blue,Nissan,Micra,2002,local used,automatic,"₦ 3,850,000"
Mercedes-Benz E350 2008 Black,Mercedes-Benz,E350,2008,local used,automatic,"₦ 6,328,125"
Toyota Camry 2014 White,Toyota,Camry,2014,foreign used,automatic,"₦ 18,351,562"
Lexus RX 2002 Black,Lexus,RX,2002,local used,automatic,"₦ 6,075,000"
Toyota Corolla 2009 Red,Toyota,Corolla,2009,local used,automatic,"₦ 9,871,875"
Toyota Camry XLE 4dr Sedan (2.5L 4cyl 6A) 2014 Black,Toyota,Camry XLE,2014,foreign used,automatic,"₦ 20,250,000"
Hyundai Sonata 2015 White,Hyundai,Sonata,2015,foreign used,automatic,"₦ 18,984,375"
Toyota Camry LE 4dr Sedan (2.4L 4cyl 5A) 2008 Green,Toyota,Camry LE,2008,foreign used,automatic,"₦ 8,650,000"
